"caseId","docketId","caseIssuesId","voteId","dateDecision","decisionType","usCite","sctCite","ledCite","lexisCite","term","naturalCourt","chief","docket","caseName","dateArgument","dateRearg","petitioner","petitionerState","respondent","respondentState","jurisdiction","adminAction","adminActionState","threeJudgeFdc","caseOrigin","caseOriginState","caseSource","caseSourceState","lcDisagreement","certReason","lcDisposition","lcDispositionDirection","declarationUncon","caseDisposition","caseDispositionUnusual","partyWinning","precedentAlteration","voteUnclear","issue","issueArea","decisionDirection","decisionDirectionDissent","authorityDecision1","authorityDecision2","lawType","lawSupp","lawMinor","majOpinWriter","majOpinAssigner","splitVote","majVotes","minVotes"
"2006-007","2006-007-01","2006-007-01-01","2006-007-01-01-01",1/19/2007,1,"549 U.S. 102","127 S. Ct. 782","166 L. Ed. 2d 591","2007 U.S. LEXIS 1004",2006,1702,"Roberts","05-998","UNITED STATES v. JUAN RESENDIZ-PONCE",10/10/2006,,27,,106,,1,,,0,45,,29,,0,11,4,2,1,4,0,1,0,0,10480,1,1,0,4,,6,600,"8 U.S.C. § 1326",103,111,1,8,1
"2006-008","2006-008-01","2006-008-01-01","2006-008-01-01-01",1/9/2007,1,"549 U.S. 118","127 S. Ct. 764","166 L. Ed. 2d 604","2007 U.S. LEXIS 1003",2006,1702,"Roberts","05-608","MEDIMMUNE, INC. v. GENENTECH, INC., et al.",10/4/2006,,173,,177,,1,,,0,48,,29,,0,12,2,2,1,4,0,1,0,0,90230,9,2,0,1,,1,139,,105,111,1,8,1
"2006-009","2006-009-01","2006-009-01-01","2006-009-01-01-01",1/9/2007,6,"549 U.S. 147","127 S. Ct. 793","166 L. Ed. 2d 628","2007 U.S. LEXIS 1005",2006,1702,"Roberts","05-9222","LONNIE LEE BURTON v. BELINDA STEWART, SUPERINTENDENT, STAFFORD CREEK CORRECTIONS CENTER",11/7/2006,,215,,19,56,1,,,0,129,,29,,0,11,2,1,1,5,0,0,0,0,10020,1,1,0,4,,6,600,"28 U.S.C. § 2244",,,1,9,0
"2006-010","2006-010-01","2006-010-01-01","2006-010-01-01-01",1/10/2007,1,"549 U.S. 158","127 S. Ct. 799","166 L. Ed. 2d 638","2007 U.S. LEXIS 1006",2006,1702,"Roberts","05-746","NORFOLK SOUTHERN RAILWAY COMPANY v. TIMOTHY SORRELL",10/10/2006,,231,,145,,1,,,0,302,30,301,30,0,12,2,2,1,5,0,1,0,0,80070,8,1,0,4,,3,329,,111,111,1,9,0
"2006-011","2006-011-01","2006-011-01-01","2006-011-01-01-01",1/17/2007,1,"549 U.S. 183","127 S. Ct. 815","166 L. Ed. 2d 683","2007 U.S. LEXIS 1153",2006,1702,"Roberts","05-1629","ALBERTO R. GONZALES, ATTORNEY GENERAL v. LUIS ALEXANDER DUENAS-ALVAREZ",12/5/2006,,1,,106,,1,7,,0,29,,29,,0,11,5,2,1,5,0,1,0,0,20110,2,1,0,4,,3,344,,110,111,1,9,0
"2006-012","2006-012-01","2006-012-01-01","2006-012-01-01-01",1/22/2007,1,"549 U.S. 199","127 S. Ct. 910","166 L. Ed. 2d 798","2007 U.S. LEXIS 1325",2006,1702,"Roberts","05-7058","LORENZO L. JONES V.BARBARA BOCK, WARDEN, et al.",10/30/2006,,215,,19,27,1,,,0,81,,26,,0,2,2,1,1,4,0,1,0,0,10310,1,2,0,4,,6,600,"42 U.S.C. § 1997",111,111,1,9,0
"2006-013","2006-013-01","2006-013-01-01","2006-013-01-01-01",1/22/2007,1,"549 U.S. 225","127 S. Ct. 881","166 L. Ed. 2d 819","2007 U.S. LEXIS 1323",2006,1702,"Roberts","05-593","PAT OSBORN v. BARRY HALEY, et al.",10/30/2006,,154,,8,60,1,,,0,74,,26,,0,2,5,2,1,2,0,0,0,0,90330,9,2,0,4,,6,600,"28 U.S.C. § 2679",109,111,1,7,2
"2006-014","2006-014-01","2006-014-01-01","2006-014-01-01-01",1/22/2007,1,"549 U.S. 270","127 S. Ct. 856","166 L. Ed. 2d 856","2007 U.S. LEXIS 1324",2006,1702,"Roberts","05-6551","JOHN CUNNINGHAM V.CALIFORNIA",10/11/2006,,126,,28,6,1,,,0,302,6,300,6,1,12,9,1,3,4,0,1,0,0,10560,1,2,0,2,,2,215,,109,111,1,6,3
"2006-015","2006-015-01","2006-015-01-01","2006-015-01-01-01",2/20/2007,1,"549 U.S. 312","127 S. Ct. 1069","166 L. Ed. 2d 911","2007 U.S. LEXIS 1333",2006,1702,"Roberts","05-381","WEYERHAEUSER COMPANY V.ROSS-SIMMONS HARDWOOD LUMBER COMPANY, INC.",11/28/2006,,243,,243,,1,,,0,108,,29,,0,11,2,2,1,5,0,1,0,0,80010,8,1,0,4,,3,367,,108,111,1,9,0
"2006-016","2006-016-01","2006-016-01-01","2006-016-01-01-01",2/20/2007,1,"549 U.S. 327","127 S. Ct. 1079","166 L. Ed. 2d 924","2007 U.S. LEXIS 1334",2006,1702,"Roberts","05-8820","GARY LAWRENCE v. FLORIDA",10/31/2006,,215,,28,12,1,,,0,57,,31,,0,12,2,1,1,2,0,0,0,0,10020,1,1,0,4,,3,341,,108,111,1,5,4
"2006-017","2006-017-01","2006-017-01-01","2006-017-01-01-01",2/20/2007,1,"549 U.S. 346","127 S. Ct. 1057","166 L. Ed. 2d 940","2007 U.S. LEXIS 1332",2006,1702,"Roberts","05-1256","PHILIP MORRIS USA v. MAYOLA WILLIAMS, PERSONAL REPRESENTATIVE OF THE ESTATE OF JESSE D. WILLIAMS, DECEASED",10/31/2006,,143,,208,,1,,,0,302,43,300,43,0,11,2,2,1,5,0,1,0,0,80080,8,1,0,2,,2,230,,110,111,1,5,4
"2006-018","2006-018-01","2006-018-01-01","2006-018-01-01-01",2/21/2007,1,"549 U.S. 365","127 S. Ct. 1105","166 L. Ed. 2d 956","2007 U.S. LEXIS 2651",2006,1702,"Roberts","05-996","ROBERT LOUIS MARRAMA v. CITIZENS BANK OF MASSACHUSETTS, et al.",11/6/2006,,138,,113,,1,,,0,21,,21,,0,2,2,1,1,2,0,0,0,0,80030,8,1,0,4,,3,307,,103,103,1,5,4
"2006-019","2006-019-01","2006-019-01-01","2006-019-01-01-01",2/20/2007,1,"549 U.S. 384","127 S. Ct. 1091","166 L. Ed. 2d 973","2007 U.S. LEXIS 2650",2006,1702,"Roberts","05-1240","ANDRE WALLACE v. KRISTEN KATO et al.",11/6/2006,,174,,3,17,1,,,0,66,,27,,0,12,2,1,1,2,0,0,0,0,20400,2,1,0,4,,3,314,,105,111,1,7,2
"2006-020","2006-020-01","2006-020-01-01","2006-020-01-01-01",2/28/2007,1,"549 U.S. 406","127 S. Ct. 1173","167 L. Ed. 2d 1","2007 U.S. LEXIS 2826",2006,1702,"Roberts","05-595","GLEN WHORTON, DIRECTOR, NEVADA DEPARTMENT OF CORRECTIONS v. MARVIN HOWARD BOCKTING",11/1/2006,,19,33,100,,1,,,0,90,,29,,1,2,3,2,1,4,0,1,0,0,10040,1,1,0,7,,5,501,,112,111,1,9,0
"2006-021","2006-021-01","2006-021-01-01","2006-021-01-01-01",3/5/2007,1,"549 U.S. 422","127 S. Ct. 1184","167 L. Ed. 2d 15","2007 U.S. LEXIS 2828",2006,1702,"Roberts","06-102","SINOCHEM INTERNATIONAL CO., LTD. v. MALAYSIA INTERNATIONAL SHIPPING CORPORATION",1/9/2007,,123,,234,,1,,,0,109,,23,,1,2,5,1,1,4,0,1,0,0,90320,9,2,0,7,,,,,109,111,1,9,0
"2006-022","2006-022-01","2006-022-01-01","2006-022-01-01-01",3/5/2007,2,"549 U.S. 437","127 S. Ct. 1194","167 L. Ed. 2d 29","2007 U.S. LEXIS 2827",2006,1702,"Roberts","06-641","KEITH LANCE, et al. v. MIKE COFFMAN, COLORADO SECRETARY OF STATE",,,251,,19,7,1,,,0,52,,52,,0,,9,1,1,5,0,0,0,0,90220,9,1,0,1,,1,139,,,,1,9,0
"2006-023","2006-023-01","2006-023-01-01","2006-023-01-01-01",3/20/2007,1,"549 U.S. 443","127 S. Ct. 1199","167 L. Ed. 2d 178","2007 U.S. LEXIS 3566",2006,1702,"Roberts","05-1429","TRAVELERS CASUALTY & SURETY COMPANY OF AMERICA v. PACIFIC GAS AND ELECTRIC COMPANY",1/16/2007,,171,,148,,1,,,0,50,,29,,0,2,2,1,1,5,0,1,0,0,60010,6,2,0,4,,3,307,,112,111,1,9,0
"2006-024","2006-024-01","2006-024-01-01","2006-024-01-01-01",3/27/2007,1,"549 U.S. 457","127 S. Ct. 1397","167 L. Ed. 2d 190","2007 U.S. LEXIS 3778",2006,1702,"Roberts","05-1272","ROCKWELL INTERNATIONAL CORP., et al. v. UNITED STATES et al.",12/5/2006,,176,,27,,1,,,0,52,,30,,1,12,2,2,1,3,0,1,0,0,80070,8,1,0,4,,3,325,,105,111,1,6,2
"2006-025","2006-025-01","2006-025-01-01","2006-025-01-01-01",3/27/2007,1,"549 U.S. 483","127 S. Ct. 1413","167 L. Ed. 2d 212","2007 U.S. LEXIS 3777",2006,1702,"Roberts","06-116","ALICIA G. LIMTIACO, ATTORNEY GENERAL OF GUAM v. FELIX P. CAMACHO, GOVERNOR OF GUAM",1/8/2007,,19,14,211,,1,,,0,62,,29,,0,11,9,2,1,4,0,1,0,0,80100,8,1,0,4,7,6,600,"48 U.S.C. § 1423",108,111,1,5,4
"2006-026","2006-026-01","2006-026-01-01","2006-026-01-01-01",4/2/2007,1,"549 U.S. 497","127 S. Ct. 1438","167 L. Ed. 2d 248","2007 U.S. LEXIS 3785",2006,1702,"Roberts","05-1120","MASSACHUSETTS, et al. v. ENVIRONMENTAL PROTECTION AGENCY et al.",11/29/2006,,28,26,333,,1,33,,0,32,,32,,1,10,9,1,1,4,0,1,0,0,90240,9,2,0,1,,1,139,,103,103,1,5,4
"2006-027","2006-027-01","2006-027-01-01","2006-027-01-01-01",4/2/2007,1,"549 U.S. 561","127 S. Ct. 1423","167 L. Ed. 2d 295","2007 U.S. LEXIS 3784",2006,1702,"Roberts","05-848","ENVIRONMENTAL DEFENSE, et al. v. DUKE ENERGY CORPORATION, et al.",11/1/2006,,150,,219,,1,33,,0,99,,24,,0,12,2,1,1,5,0,1,0,0,80130,8,2,0,5,4,3,304,,107,111,1,9,0
"2006-028","2006-028-01","2006-028-01-01","2006-028-01-01-01",4/17/2007,1,"550 U.S. 1","127 S. Ct. 1559","167 L. Ed. 2d 389","2007 U.S. LEXIS 4336",2006,1702,"Roberts","05-1342","LINDA A. WATTERS, COMMISSIONER, MICHIGAN OFFICE OF INSURANCE AND FINANCIAL SERVICES v. WACHOVIA BANK, N. A., et al.",11/29/2006,,19,27,113,,1,17,,0,82,,26,,0,12,2,2,1,2,0,0,0,0,100030,10,2,0,4,,6,600,"12 U.S.C. § 1",109,106,1,5,3
"2006-029","2006-029-01","2006-029-01-01","2006-029-01-01-01",4/17/2007,1,"550 U.S. 45","127 S. Ct. 1513","167 L. Ed. 2d 422","2007 U.S. LEXIS 4334",2006,1702,"Roberts","05-705","GLOBAL CROSSING TELECOMMUNICATIONS, INC. v. METROPHONES TELECOMMUNICATIONS, INC.",10/10/2006,,205,,205,,1,38,,0,129,,29,,0,11,2,2,1,2,0,0,0,0,80340,8,2,0,5,4,3,326,,110,111,1,7,2
"2006-030","2006-030-01","2006-030-01-01","2006-030-01-01-01",4/17/2007,1,"550 U.S. 81","127 S. Ct. 1534","167 L. Ed. 2d 449","2007 U.S. LEXIS 4335",2006,1702,"Roberts","05-1508","ZUNI PUBLIC SCHOOL DISTRICT NO. 89, et al. v. DEPARTMENT OF EDUCATION, et al.",1/10/2007,,21,36,330,,1,30,,0,30,,30,,1,13,2,2,1,2,0,0,0,0,90120,9,2,0,5,4,6,600,"20 U.S.C. § 7709",110,103,1,5,4
"2006-031","2006-031-01","2006-031-01-01","2006-031-01-01-01",4/18/2007,1,"550 U.S. 124","127 S. Ct. 1610","167 L. Ed. 2d 480","2007 U.S. LEXIS 4338",2006,1702,"Roberts","05-380","ALBERTO R. GONZALES, ATTORNEY GENERAL v. LEROY CARHART, et al.",11/8/2006,,1,,206,,1,,,0,89,,28,,0,12,2,2,1,3,0,1,1,0,50020,5,1,0,1,,6,600,"18 U.S.C. § 1531",106,111,1,5,4
"2006-032","2006-032-01","2006-032-01-01","2006-032-01-01-01",4/18/2007,1,"550 U.S. 192","127 S. Ct. 1586","167 L. Ed. 2d 532","2007 U.S. LEXIS 4337",2006,1702,"Roberts","05-9264","ALPHONSO JAMES, JR. v. UNITED STATES",11/7/2006,,126,,27,,1,,,0,56,,31,,0,12,5,1,1,2,0,0,0,0,10560,1,1,0,4,,6,600,"18 U.S.C. § 924",112,111,1,5,4
"2006-033","2006-033-01","2006-033-01-01","2006-033-01-01-01",4/25/2007,1,"550 U.S. 233","127 S. Ct. 1654","167 L. Ed. 2d 585","2007 U.S. LEXIS 4536",2006,1702,"Roberts","05-11284","JALIL ABDUL-KABIR, FKA TED CALVIN COLE v. NATHANIEL QUARTERMAN, DIRECTOR, TEXAS DEPARTMENT OF CRIMINAL JUSTICE, CORRECTIONAL INSTITUTIONS DIVISION",1/17/2007,,137,,28,51,1,,,0,120,,25,,1,12,9,1,3,4,0,1,0,0,10020,1,2,0,4,7,3,341,,103,103,1,5,4
"2006-034","2006-034-01","2006-034-01-01","2006-034-01-01-01",4/25/2007,1,"550 U.S. 286","127 S. Ct. 1706","167 L. Ed. 2d 622","2007 U.S. LEXIS 4538",2006,1702,"Roberts","05-11287","BRENT RAY BREWER v. NATHANIEL QUARTERMAN, DIRECTOR, TEXAS DEPARTMENT OF CRIMINAL JUSTICE, CORRECTIONAL INSTITUTIONS DIVISION",1/17/2007,,126,,28,51,1,,,0,120,,25,,1,12,3,1,3,4,0,1,0,0,10020,1,2,0,4,7,3,341,,103,103,1,5,4
"2006-035","2006-035-01","2006-035-01-01","2006-035-01-01-01",4/25/2007,1,"550 U.S. 297","127 S. Ct. 1686","167 L. Ed. 2d 632","2007 U.S. LEXIS 4537",2006,1702,"Roberts","05-11304","LAROYCE LATHAIR SMITH v. TEXAS",1/17/2007,,126,,28,51,1,,,0,302,51,300,51,1,12,2,1,1,4,0,1,0,0,10130,1,2,0,7,,,,,106,103,1,5,4
"2006-036","2006-036-01","2006-036-01-01","2006-036-01-01-01",4/30/2007,1,"550 U.S. 330","127 S. Ct. 1786","167 L. Ed. 2d 655","2007 U.S. LEXIS 4746",2006,1702,"Roberts","05-1345","UNITED HAULERS ASSOCIATION, INC., et al. v. ONEIDA-HERKIMER SOLID WASTE MANAGEMENT AUTHORITY, et al.",1/8/2007,,245,,18,37,1,,,0,95,,22,,0,2,2,2,1,2,0,0,0,0,80110,8,2,0,2,,1,111,,111,111,1,6,3
"2006-037","2006-037-01","2006-037-01-01","2006-037-01-01-01",4/30/2007,1,"550 U.S. 372","127 S. Ct. 1769","167 L. Ed. 2d 686","2007 U.S. LEXIS 4748",2006,1702,"Roberts","05-1631","TIMOTHY SCOTT v. VICTOR HARRIS",2/26/2007,,8,13,208,,1,,,0,60,,31,,0,12,2,2,1,3,0,1,0,0,10060,1,1,0,2,,2,205,,105,111,1,8,1
"2006-038","2006-038-01","2006-038-01-01","2006-038-01-01-01",4/30/2007,1,"550 U.S. 398","127 S. Ct. 1727","167 L. Ed. 2d 705","2007 U.S. LEXIS 4745",2006,1702,"Roberts","04-1350","KSR INTERNATIONAL CO. v. TELEFLEX INC. et al.",11/28/2006,,172,,172,,1,,,0,81,,8,,0,2,3,1,1,4,0,1,0,0,80180,8,2,0,4,,6,600,"35 U.S.C. § 103",106,111,1,9,0
"2006-039","2006-039-01","2006-039-01-01","2006-039-01-01-01",4/30/2007,1,"550 U.S. 429","127 S. Ct. 1763","167 L. Ed. 2d 729","2007 U.S. LEXIS 4747",2006,1702,"Roberts","05-1541","EC TERM OF YEARS TRUST v. UNITED STATES",2/26/2007,,240,,27,,1,69,,0,122,,25,,0,2,2,2,1,2,0,0,0,0,120010,12,2,0,4,,3,345,,107,111,1,9,0
"2006-040","2006-040-01","2006-040-01-01","2006-040-01-01-01",4/30/2007,1,"550 U.S. 437","127 S. Ct. 1746","167 L. Ed. 2d 737","2007 U.S. LEXIS 4744",2006,1702,"Roberts","05-1056","MICROSOFT CORPORATION v. AT&T CORP.",2/21/2007,,133,,133,,1,,,0,96,,22,,1,12,2,1,1,3,0,1,0,0,80210,8,2,0,4,,6,600,"35 U.S.C. § 271",109,105,1,7,1
"2006-041","2006-041-01","2006-041-01-01","2006-041-01-01-01",5/14/2007,1,"550 U.S. 465","127 S. Ct. 1933","167 L. Ed. 2d 836","2007 U.S. LEXIS 5496",2006,1702,"Roberts","05-1575","DORA B. SCHRIRO, DIRECTOR, ARIZONA DEPARTMENT OF CORRECTIONS v. JEFFREY TIMOTHY LANDRIGAN, AKA BILLY PATRICK WAYNE HILL",1/9/2007,,19,4,126,,1,,,0,45,,29,,1,12,3,2,1,4,0,1,0,0,10020,1,1,0,4,,3,341,,108,111,1,5,4
"2006-042","2006-042-01","2006-042-01-01","2006-042-01-01-01",5/21/2007,1,"550 U.S. 501","127 S. Ct. 2011","167 L. Ed. 2d 888","2007 U.S. LEXIS 6081",2006,1702,"Roberts","06-376","JOHN F. HINCK, ET UX. v. UNITED STATES",4/23/2007,,240,,27,,1,69,,0,3,,8,,0,2,2,2,1,2,0,0,0,0,120010,12,2,0,4,,3,345,,111,111,1,9,0
"2006-043","2006-043-01","2006-043-01-01","2006-043-01-01-01",5/21/2007,1,"550 U.S. 511","127 S. Ct. 2018","167 L. Ed. 2d 898","2007 U.S. LEXIS 5903",2006,1702,"Roberts","06-618","OFFICE OF SENATOR MARK DAYTON v. BRAD HANSON",4/24/2007,,23,,145,,1,,,0,55,,32,,0,12,2,2,1,9,0,0,0,0,90170,9,1,0,4,7,6,600,"2 U.S.C. § 1412",103,103,1,8,0
"2006-044","2006-044-01","2006-044-01-01","2006-044-01-01-01",5/21/2007,1,"550 U.S. 516","127 S. Ct. 1994","167 L. Ed. 2d 904","2007 U.S. LEXIS 5902",2006,1702,"Roberts","05-983","JACOB WINKELMAN, A MINOR, BY AND THROUGH HIS PARENTS AND LEGAL GUARDIANS, JEFF AND SANDEE WINKELMAN, et al. v. PARMA CITY SCHOOL DISTRICT",2/27/2007,,202,,21,42,1,117,41,0,103,,26,,0,2,9,1,1,4,0,1,0,0,20170,2,2,0,4,,6,600,"20 U.S.C. § 1400",106,111,1,7,2
"2006-045","2006-045-01","2006-045-01-01","2006-045-01-01-01",5/21/2007,1,"550 U.S. 544","127 S. Ct. 1955","167 L. Ed. 2d 929","2007 U.S. LEXIS 5901",2006,1702,"Roberts","05-1126","BELL ATLANTIC CORPORATION, et al. V.WILLIAM TWOMBLY, et al.",11/27/2006,,205,,134,,1,,,0,96,,22,,0,11,3,2,1,4,0,1,1,0,80010,8,1,0,4,,3,367,,107,111,1,7,2
"2006-046","2006-046-01","2006-046-01-01","2006-046-01-01-01",5/21/2007,6,"550 U.S. 598","127 S. Ct. 2022","167 L. Ed. 2d 966","2007 U.S. LEXIS 6082",2006,1702,"Roberts","06-313","DON ROPER, SUPERINTENDENT, POTOSI CORRECTIONAL CENTER v. WILLIAM WEAVER",3/21/2007,,28,30,126,,1,,,0,86,,28,,1,11,2,2,1,9,0,0,0,0,10020,1,2,0,4,7,3,341,,,,1,6,3
"2006-047","2006-047-01","2006-047-01-01","2006-047-01-01-01",5/21/2007,2,"550 U.S. 609","127 S. Ct. 1989","167 L. Ed. 2d 974","2007 U.S. LEXIS 5900",2006,1702,"Roberts","06-605","LOS ANGELES COUNTY, CALIFORNIA, et al. v. MAX RETTELE, et al.",,,5,6,174,,1,,,0,48,,29,,1,12,3,2,1,4,0,1,0,0,10050,1,1,0,2,,2,205,,,,1,8,0
"2006-048","2006-048-01","2006-048-01-01","2006-048-01-01-01",5/29/2007,1,"550 U.S. 618","127 S. Ct. 2162","167 L. Ed. 2d 982","2007 U.S. LEXIS 6295",2006,1702,"Roberts","05-1074","LILLY M. LEDBETTER v. THE GOODYEAR TIRE & RUBBER COMPANY, INC.",11/27/2006,,230,,151,,1,32,,0,42,,31,,0,2,3,1,1,2,0,0,0,0,20140,2,1,0,4,7,3,384,,112,111,1,5,4
"2006-049","2006-049-01","2006-049-01-01","2006-049-01-01-01",6/4/2007,1,"551 U.S. 1","127 S. Ct. 2218","167 L. Ed. 2d 1014","2007 U.S. LEXIS 6965",2006,1702,"Roberts","06-413","JEFFREY UTTECHT, SUPERINTENDENT, WASHINGTON STATE PENITENTIARY v. CAL COBURN BROWN",4/17/2007,,28,56,126,,1,,,0,129,,29,,0,12,3,2,1,4,0,1,0,0,10250,1,1,0,7,,,,,106,111,1,5,4
"2006-050","2006-050-01","2006-050-01-01","2006-050-01-01-01",6/4/2007,1,"551 U.S. 47","127 S. Ct. 2201","167 L. Ed. 2d 1045","2007 U.S. LEXIS 6963",2006,1702,"Roberts","06-84","SAFECO INSURANCE COMPANY OF AMERICA, et al. v. CHARLES BURR, et al.",1/16/2007,,171,,123,,1,,,0,108,,29,,0,2,2,2,1,4,0,1,0,0,80170,8,1,0,4,,6,600,"15 U.S.C. § 1681",107,111,1,9,0
"2006-051","2006-051-01","2006-051-01-01","2006-051-01-01-01",6/4/2007,1,"551 U.S. 74","127 S. Ct. 2188","167 L. Ed. 2d 1069","2007 U.S. LEXIS 6962",2006,1702,"Roberts","06-531","MICHAEL W. SOLE, SECRETARY, FLORIDA DEPARTMENT OF ENVIRONMENTAL PROTECTION, et al. v. T. A. WYNER, et al.",4/17/2007,,7,12,218,,1,,,0,58,,31,,0,11,2,2,1,4,0,1,0,0,60010,6,1,0,4,,3,328,,109,111,1,9,0
"2006-052","2006-052-01","2006-052-01-01","2006-052-01-01-01",6/4/2007,6,"551 U.S. 87","127 S. Ct. 2245","167 L. Ed. 2d 1080","2007 U.S. LEXIS 6964",2006,1702,"Roberts","06-5618","MARIO CLAIBORNE v. UNITED STATES",2/20/2007,,137,,27,,1,,,0,86,,28,,0,12,2,1,1,8,0,0,0,0,90130,9,1,0,3,,,,,,,1,9,0
"2006-053","2006-053-01","2006-053-01-01","2006-053-01-01-01",6/4/2007,2,"551 U.S. 89","127 S. Ct. 2197","167 L. Ed. 2d 1081","2007 U.S. LEXIS 6814",2006,1702,"Roberts","06-7317","WILLIAM ERICKSON v. BARRY J. PARDUS et al.",,,215,,19,7,1,,,0,52,,30,,0,12,2,1,1,5,0,1,0,0,90110,9,2,0,4,,4,400,,,,1,7,1
"2006-054","2006-054-01","2006-054-01-01","2006-054-01-01-01",6/11/2007,1,"551 U.S. 96","127 S. Ct. 2310","168 L. Ed. 2d 1","2007 U.S. LEXIS 7716",2006,1702,"Roberts","05-1448","JEFFREY H. BECK, LIQUIDATING TRUSTEE OF THE ESTATES OF CROWN VANTAGE, INC. AND CROWN PAPER COMPANY v. PACE INTERNATIONAL UNION et al.",4/24/2007,,138,,249,,1,96,,0,50,,29,,0,12,2,2,1,4,0,1,0,0,80090,8,1,0,4,,3,323,,105,111,1,9,0
"2006-055","2006-055-01","2006-055-01-01","2006-055-01-01-01",6/11/2007,1,"551 U.S. 112","127 S. Ct. 2321","168 L. Ed. 2d 16","2007 U.S. LEXIS 7715",2006,1702,"Roberts","06-5247","JOHN FRANCIS FRY v. CHERYL K. PLILER, WARDEN",3/20/2007,,126,,28,6,1,,,0,49,,29,,0,12,2,1,1,2,0,0,0,0,10020,1,1,0,7,4,3,341,,105,111,1,5,4
"2006-056","2006-056-01","2006-056-01-01","2006-056-01-01-01",6/11/2007,1,"551 U.S. 128","127 S. Ct. 2331","168 L. Ed. 2d 28","2007 U.S. LEXIS 7718",2006,1702,"Roberts","06-562","UNITED STATES v. ATLANTIC RESEARCH CORPORATION",4/23/2007,,27,,176,,1,,,0,47,,28,,0,2,3,2,1,2,0,0,0,0,80130,8,2,0,4,,6,600,"42 U.S.C. § 9607",108,111,1,9,0
"2006-057","2006-057-01","2006-057-01-01","2006-057-01-01-01",6/11/2007,1,"551 U.S. 142","127 S. Ct. 2301","168 L. Ed. 2d 42","2007 U.S. LEXIS 7514",2006,1702,"Roberts","05-1284","LISA WATSON, et al. v. PHILIP MORRIS COMPANIES, INC., et al.",4/25/2007,,134,,143,,1,,,0,46,,28,,0,12,2,1,1,4,0,1,0,0,90320,9,2,0,4,,6,600,"28 U.S.C. § 1442",110,111,1,9,0
"2006-058","2006-058-01","2006-058-01-01","2006-058-01-01-01",6/11/2007,1,"551 U.S. 158","127 S. Ct. 2339","168 L. Ed. 2d 54","2007 U.S. LEXIS 7717",2006,1702,"Roberts","06-593","LONG ISLAND CARE AT HOME, LTD., et al. v. EVELYN COKE",4/16/2007,,199,,154,,1,71,,0,94,,22,,0,12,2,2,1,4,0,1,0,0,70040,7,1,0,4,5,3,334,,110,111,1,9,0
"2006-059","2006-059-01","2006-059-01-01","2006-059-01-01-01",6/14/2007,1,"551 U.S. 177","127 S. Ct. 2372","168 L. Ed. 2d 71","2007 U.S. LEXIS 7722",2006,1702,"Roberts","05-1589","GARY DAVENPORT, et al. v. WASHINGTON EDUCATION ASSOCIATION",1/10/2007,,8,56,28,56,1,,,0,302,56,300,56,1,12,2,2,1,5,0,1,0,0,70030,7,1,0,2,,2,200,,105,111,1,9,0
"2006-060","2006-060-01","2006-060-01-01","2006-060-01-01-01",6/14/2007,1,"551 U.S. 193","127 S. Ct. 2352","168 L. Ed. 2d 85","2007 U.S. LEXIS 7720",2006,1702,"Roberts","06-134","THE PERMANENT MISSION OF INDIA TO THE UNITED NATIONS, et al. v. CITY OF NEW YORK, NEW YORK",4/24/2007,,24,,3,37,1,,,0,96,,22,,0,12,2,2,1,2,0,0,0,0,80100,8,2,0,4,,6,600,"28 U.S.C. § 1602",108,111,1,7,2
"2006-061","2006-061-01","2006-061-01-01","2006-061-01-01-01",6/14/2007,1,"551 U.S. 205","127 S. Ct. 2360","168 L. Ed. 2d 96","2007 U.S. LEXIS 7721",2006,1702,"Roberts","06-5306","KEITH BOWLES v. HARRY RUSSELL, WARDEN",3/26/2007,,126,,28,41,1,,,0,103,,26,,0,12,9,1,1,2,0,0,1,0,90480,9,1,0,4,,4,400,,108,111,1,5,4
"2006-062","2006-062-01","2006-062-01-01","2006-062-01-01-01",6/18/2007,1,"551 U.S. 224","127 S. Ct. 2411","168 L. Ed. 2d 112","2007 U.S. LEXIS 7898",2006,1702,"Roberts","05-85","POWEREX CORP. v. RELIANT ENERGY SERVICES, INC., et al.",4/16/2007,,24,,148,,1,,,0,51,,29,,0,11,3,2,1,5,0,1,0,0,90170,9,1,0,4,,6,600,"28 U.S.C. § 1447",105,111,1,7,2
"2006-063","2006-063-01","2006-063-01-01","2006-063-01-01-01",6/18/2007,1,"551 U.S. 249","127 S. Ct. 2400","168 L. Ed. 2d 132","2007 U.S. LEXIS 7897",2006,1702,"Roberts","06-8120","BRUCE EDWARD BRENDLIN v. CALIFORNIA",4/23/2007,,137,,28,6,1,,,0,302,6,300,6,1,11,3,1,1,5,0,1,0,0,10060,1,2,0,2,,2,205,,107,111,1,9,0
"2006-064","2006-064-01","2006-064-01-01","2006-064-01-01-01",6/18/2007,1,"551 U.S. 264","127 S. Ct. 2383","168 L. Ed. 2d 145","2007 U.S. LEXIS 7724",2006,1702,"Roberts","05-1157","CREDIT SUISSE SECURITIES (USA) LLC, FKA CREDIT SUISSE FIRST BOSTON LLC, et al. v. GLEN BILLING et al.",3/27/2007,,113,,173,,1,,,0,96,,22,,0,12,3,2,1,3,0,1,0,0,80010,8,1,0,4,,3,365,,110,111,1,7,1
